Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,99.4,62.0,"[[6.806e+03 1.094e+02]
 [1.160e+01 4.200e+00]]","[[2.76608e+04 8.00000e-01]
 [0.00000e+00 6.32000e+01]]",0,34577,0,79,23164,55,11413,24
5,99.6,61.0,"[[3601.6   84. ]
 [  11.4    3.8]]","[[1.47418e+04 6.00000e-01]
 [0.00000e+00 6.08000e+01]]",16149,18428,3,76,12342,55,6086,21
10,100.0,62.2,"[[3078.8   93.2]
 [  11.     4.2]]","[[12688.      0. ]
 [    0.     60.8]]",18717,15860,3,76,10622,55,5238,21
15,99.8,61.6,"[[2710.    82.8]
 [  11.2    4. ]]","[[1.1171e+04 2.0000e-01]
 [0.0000e+00 6.0800e+01]]",20613,13964,3,76,9348,58,4616,18
20,100.0,61.6,"[[2403.8   82. ]
 [  11.     4. ]]","[[9943.2    0. ]
 [   0.    60. ]]",22148,12429,4,75,8328,49,4101,26
25,100.0,59.8,"[[2212.4   72.4]
 [  11.2    3.2]]","[[9139.2    0. ]
 [   0.    57.6]]",23153,11424,7,72,7654,48,3770,24
30,99.6,62.4,"[[2012.2   95.4]
 [   9.8    4.2]]","[[8.43e+03 4.00e-01]
 [0.00e+00 5.60e+01]]",24039,10538,9,70,7066,41,3472,29
35,99.8,61.2,"[[1799.    79.6]
 [   9.2    3.4]]","[[7.5142e+03 2.0000e-01]
 [0.0000e+00 5.0400e+01]]",25184,9393,16,63,6287,48,3106,15
40,99.8,59.2,"[[1586.    62.2]
 [   9.6    3. ]]","[[6.5926e+03 2.0000e-01]
 [0.0000e+00 5.0400e+01]]",26336,8241,16,63,5522,41,2719,22
45,100.0,65.6,"[[1491.6   61.6]
 [   7.4    4.2]]","[[6212.8    0. ]
 [   0.    46.4]]",26811,7766,21,58,5202,40,2564,18
50,100.0,66.8,"[[1343.2   56.4]
 [   7.2    4.4]]","[[5598.4    0. ]
 [   0.    46.4]]",27579,6998,21,58,4682,45,2316,13
55,100.0,66.2,"[[1215.    55. ]
 [   7.2    4.4]]","[[5080.     0. ]
 [   0.    46.4]]",28227,6350,21,58,4257,36,2093,22
60,99.8,67.4,"[[1096.4   34.6]
 [   4.     2.6]]","[[4.5238e+03 2.0000e-01]
 [0.0000e+00 2.6400e+01]]",28922,5655,46,33,3784,26,1871,7
65,99.8,63.4,"[[1006.    24.2]
 [   4.8    1.8]]","[[4.1206e+03 2.0000e-01]
 [0.0000e+00 2.6400e+01]]",29426,5151,46,33,3453,20,1698,13
70,99.8,64.0,"[[870.2  30.4]
 [  4.4   2.2]]","[[3.6022e+03 2.0000e-01]
 [0.0000e+00 2.6400e+01]]",30074,4503,46,33,3017,22,1486,11
75,100.0,64.2,"[[785.2  29. ]
 [  4.6   2. ]]","[[3256.8    0. ]
 [   0.    26.4]]",30506,4071,46,33,2727,22,1344,11
80,99.4,54.4,"[[6.724e+02 5.400e+00]
 [3.400e+00 4.000e-01]]","[[2.7106e+03 6.0000e-01]
 [0.0000e+00 1.5200e+01]]",31188,3389,60,19,2271,12,1118,7
85,99.0,55.8,"[[5.686e+02 4.200e+00]
 [2.800e+00 4.000e-01]]","[[2.2902e+03 1.0000e+00]
 [0.0000e+00 1.2800e+01]]",31713,2864,63,16,1921,8,943,8
90,99.4,60.6,"[[388.6  37. ]
 [  1.    0.6]]","[[1.7018e+03 6.0000e-01]
 [0.0000e+00 6.4000e+00]]",32449,2128,71,8,1426,5,702,3
95,83.33333333333333,58.4,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",33117,1460,75,4,978,2,482,2
