Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,80.8,61.0,"[[4.3550e+03 2.5604e+03]
 [3.2000e+00 5.2000e+00]]","[[1.82806e+04 9.38100e+03]
 [1.20000e+00 3.24000e+01]]",0,34577,0,42,23161,33,11416,9
5,77.0,58.4,"[[2141.8 1543.8]
 [   3.2    5. ]]","[[8.6498e+03 6.0926e+03]
 [1.2000e+00 3.1600e+01]]",16149,18428,1,41,12347,27,6081,14
10,77.2,59.6,"[[1850.6 1321.4]
 [   3.2    5. ]]","[[7.4784e+03 5.2096e+03]
 [1.2000e+00 3.1600e+01]]",18717,15860,1,41,10622,31,5238,10
15,76.2,58.0,"[[1584.8 1208. ]
 [   3.4    4.8]]","[[6.4650e+03 4.7062e+03]
 [1.4000e+00 3.1400e+01]]",20613,13964,1,41,9356,27,4608,14
20,75.6,57.8,"[[1482.2 1003.6]
 [   3.4    4.6]]","[[5.8776e+03 4.0656e+03]
 [2.2000e+00 2.9800e+01]]",22148,12429,2,40,8328,26,4101,14
25,77.8,61.6,"[[1463.6  821.2]
 [   3.2    4.6]]","[[5.6596e+03 3.4796e+03]
 [1.6000e+00 2.9600e+01]]",23153,11424,3,39,7654,26,3770,13
30,79.0,61.2,"[[1390.2  717.4]
 [   3.4    4.2]]","[[5.2864e+03 3.1440e+03]
 [1.2000e+00 2.9200e+01]]",24039,10538,4,38,7056,29,3482,9
35,86.0,67.4,"[[1425.2  453.4]
 [   2.8    4. ]]","[[5.6188e+03 1.8956e+03]
 [4.0000e-01 2.6800e+01]]",25184,9393,8,34,6289,27,3104,7
40,86.4,68.2,"[[1269.6  378.6]
 [   2.6    4.2]]","[[4.9662e+03 1.6266e+03]
 [4.0000e-01 2.6800e+01]]",26336,8241,8,34,5519,25,2722,9
45,88.4,71.4,"[[1349.8  203.4]
 [   2.6    3.4]]","[[5.2458e+03 9.6700e+02]
 [1.6000e+00 2.2400e+01]]",26811,7766,12,30,5205,18,2561,12
50,88.4,71.4,"[[1214.4  185.2]
 [   2.6    3.4]]","[[4.722e+03 8.764e+02]
 [1.600e+00 2.240e+01]]",27579,6998,12,30,4690,18,2308,12
55,88.2,71.4,"[[1104.2  165.8]
 [   2.6    3.4]]","[[4.2744e+03 8.0560e+02]
 [1.6000e+00 2.2400e+01]]",28227,6350,12,30,4255,19,2095,11
60,84.8,75.2,"[[8.056e+02 3.254e+02]
 [6.000e-01 2.200e+00]]","[[3.6104e+03 9.1360e+02]
 [1.0000e+00 1.0200e+01]]",28922,5655,28,14,3789,9,1866,5
65,85.0,71.8,"[[734.4 295.8]
 [  0.8   2. ]]","[[3.2226e+03 8.9820e+02]
 [8.0000e-01 1.0400e+01]]",29426,5151,28,14,3451,9,1700,5
70,84.2,72.8,"[[6.306e+02 2.700e+02]
 [6.000e-01 2.200e+00]]","[[2.8078e+03 7.9460e+02]
 [1.0000e+00 1.0200e+01]]",30074,4503,28,14,3015,11,1488,3
75,84.4,70.6,"[[562.2 252. ]
 [  0.8   2. ]]","[[2.4836e+03 7.7320e+02]
 [8.0000e-01 1.0400e+01]]",30506,4071,28,14,2727,9,1344,5
80,82.6,80.4,"[[5.518e+02 1.260e+02]
 [4.000e-01 1.200e+00]]","[[2.205e+03 5.062e+02]
 [1.000e+00 5.400e+00]]",31188,3389,34,8,2271,4,1118,4
85,93.4,90.2,"[[5.21e+02 5.18e+01]
 [2.00e-01 1.20e+00]]","[[2010.   281.2]
 [   0.     5.6]]",31713,2864,35,7,1917,6,947,1
90,44.44444444444444,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",32449,2128,41,1,1426,0,702,1
95,44.44444444444444,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",33117,1460,41,1,977,1,483,0
