Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,100.0,59.2,"[[6.8498e+03 6.5600e+01]
 [6.6000e+00 1.8000e+00]]","[[27661.6     0. ]
 [    0.     33.6]]",0,34577,0,42,23167,27,11410,15
5,100.0,59.0,"[[3.627e+03 5.860e+01]
 [6.600e+00 1.600e+00]]","[[14742.4     0. ]
 [    0.     32.8]]",16149,18428,1,41,12343,31,6085,10
10,100.0,60.0,"[[3.1158e+03 5.6200e+01]
 [6.4000e+00 1.8000e+00]]","[[12688.      0. ]
 [    0.     32.8]]",18717,15860,1,41,10625,28,5235,13
15,100.0,58.4,"[[2.7214e+03 7.1400e+01]
 [6.6000e+00 1.6000e+00]]","[[11171.2     0. ]
 [    0.     32.8]]",20613,13964,1,41,9351,32,4613,9
20,100.0,54.8,"[[2.4358e+03 5.0000e+01]
 [7.0000e+00 1.0000e+00]]","[[9943.2    0. ]
 [   0.    32. ]]",22148,12429,2,40,8325,29,4104,11
25,100.0,52.4,"[[2.237e+03 4.780e+01]
 [7.200e+00 6.000e-01]]","[[9139.2    0. ]
 [   0.    31.2]]",23153,11424,3,39,7652,28,3772,11
30,100.0,55.4,"[[2.0534e+03 5.4200e+01]
 [6.6000e+00 1.0000e+00]]","[[8430.4    0. ]
 [   0.    30.4]]",24039,10538,4,38,7062,23,3476,15
35,100.0,55.8,"[[1.8134e+03 6.5200e+01]
 [5.8000e+00 1.0000e+00]]","[[7514.4    0. ]
 [   0.    27.2]]",25184,9393,8,34,6289,27,3104,7
40,100.0,55.0,"[[1.599e+03 4.920e+01]
 [5.800e+00 1.000e+00]]","[[6592.8    0. ]
 [   0.    27.2]]",26336,8241,8,34,5523,21,2718,13
45,100.0,54.8,"[[1.5036e+03 4.9600e+01]
 [5.2000e+00 8.0000e-01]]","[[6212.8    0. ]
 [   0.    24. ]]",26811,7766,12,30,5200,23,2566,7
50,100.0,54.6,"[[1.3564e+03 4.3200e+01]
 [5.2000e+00 8.0000e-01]]","[[5598.4    0. ]
 [   0.    24. ]]",27579,6998,12,30,4687,21,2311,9
55,100.0,54.4,"[[1.225e+03 4.500e+01]
 [5.200e+00 8.000e-01]]","[[5080.    0.]
 [   0.   24.]]",28227,6350,12,30,4255,19,2095,11
60,100.0,56.0,"[[1.1232e+03 7.8000e+00]
 [2.4000e+00 4.0000e-01]]","[[4524.     0. ]
 [   0.    11.2]]",28922,5655,28,14,3787,11,1868,3
65,100.0,57.4,"[[1.0184e+03 1.1800e+01]
 [2.4000e+00 4.0000e-01]]","[[4120.8    0. ]
 [   0.    11.2]]",29426,5151,28,14,3452,8,1699,6
70,100.0,62.6,"[[8.966e+02 4.000e+00]
 [2.000e+00 8.000e-01]]","[[3602.4    0. ]
 [   0.    11.2]]",30074,4503,28,14,3017,9,1486,5
75,100.0,64.0,"[[8.022e+02 1.200e+01]
 [2.000e+00 8.000e-01]]","[[3256.8    0. ]
 [   0.    11.2]]",30506,4071,28,14,2726,10,1345,4
80,100.0,57.2,"[[6.448e+02 3.300e+01]
 [1.400e+00 2.000e-01]]","[[2711.2    0. ]
 [   0.     6.4]]",31188,3389,34,8,2268,7,1121,1
85,100.0,79.4,"[[567.8   5. ]
 [  0.6   0.8]]","[[2291.2    0. ]
 [   0.     5.6]]",31713,2864,35,7,1920,3,944,4
90,44.44444444444444,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",32449,2128,41,1,1425,1,703,0
95,44.44444444444444,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",33117,1460,41,1,978,0,482,1
