Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,75.8,62.2,"[[3.8440e+03 3.0714e+03]
 [3.0000e+00 7.2000e+00]]","[[1.59840e+04 1.16776e+04]
 [1.80000e+00 3.90000e+01]]",0,34577,0,51,23160,40,11417,11
5,72.4,58.2,"[[1883.6 1802. ]
 [   3.4    6.6]]","[[7.4016e+03 7.3408e+03]
 [1.8000e+00 3.8200e+01]]",16149,18428,1,50,12345,35,6083,15
10,72.2,58.0,"[[1625.2 1546.8]
 [   3.4    6.6]]","[[6.3806e+03 6.3074e+03]
 [2.0000e+00 3.8000e+01]]",18717,15860,1,50,10629,30,5231,20
15,71.6,56.8,"[[1403.6 1389.2]
 [   3.6    6.4]]","[[5.4986e+03 5.6726e+03]
 [2.0000e+00 3.8000e+01]]",20613,13964,1,50,9351,38,4613,12
20,72.8,58.2,"[[1367.8 1118. ]
 [   3.8    6. ]]","[[5.3368e+03 4.6064e+03]
 [2.8000e+00 3.6400e+01]]",22148,12429,2,49,8331,29,4098,20
25,75.0,58.6,"[[1329.   955.8]
 [   4.     5.6]]","[[5.0930e+03 4.0462e+03]
 [1.8000e+00 3.6600e+01]]",23153,11424,3,48,7654,32,3770,16
30,76.0,59.2,"[[1301.4  806.2]
 [   3.8    5.4]]","[[4.7846e+03 3.6458e+03]
 [1.4000e+00 3.5400e+01]]",24039,10538,5,46,7054,37,3484,9
35,81.0,65.6,"[[1304.8  573.8]
 [   3.     5.2]]","[[4.9084e+03 2.6060e+03]
 [1.0000e+00 3.1800e+01]]",25184,9393,10,41,6292,28,3101,13
40,79.8,65.8,"[[1146.   502.2]
 [   3.     5.2]]","[[4.2462e+03 2.3466e+03]
 [1.2000e+00 3.1600e+01]]",26336,8241,10,41,5520,28,2721,13
45,85.6,69.0,"[[1267.4  285.8]
 [   3.     4.4]]","[[4.8900e+03 1.3228e+03]
 [2.0000e+00 2.7600e+01]]",26811,7766,14,37,5208,20,2558,17
50,85.4,69.4,"[[1122.   277.6]
 [   3.     4.4]]","[[4.4098e+03 1.1886e+03]
 [2.0000e+00 2.7600e+01]]",27579,6998,14,37,4689,24,2309,13
55,85.6,70.6,"[[1044.2  225.8]
 [   3.     4.4]]","[[3.9974e+03 1.0826e+03]
 [2.0000e+00 2.7600e+01]]",28227,6350,14,37,4254,25,2096,12
60,85.8,73.0,"[[812.  319. ]
 [  1.    2.8]]","[[3.5098e+03 1.0142e+03]
 [8.0000e-01 1.4400e+01]]",28922,5655,32,19,3785,16,1870,3
65,84.8,78.0,"[[7.400e+02 2.902e+02]
 [6.000e-01 3.200e+00]]","[[3.1354e+03 9.8540e+02]
 [8.0000e-01 1.4400e+01]]",29426,5151,32,19,3453,10,1698,9
70,84.2,77.4,"[[6.366e+02 2.640e+02]
 [6.000e-01 3.200e+00]]","[[2.7038e+03 8.9860e+02]
 [8.0000e-01 1.4400e+01]]",30074,4503,32,19,3017,12,1486,7
75,84.0,76.6,"[[563.  251.2]
 [  0.6   3.2]]","[[2.4206e+03 8.3620e+02]
 [8.0000e-01 1.4400e+01]]",30506,4071,32,19,2727,13,1344,6
80,82.6,66.4,"[[499.4 178.4]
 [  0.8   1.2]]","[[2.076e+03 6.352e+02]
 [8.000e-01 7.200e+00]]",31188,3389,41,10,2270,7,1119,3
85,87.8,73.8,"[[449.8 123. ]
 [  0.6   1.2]]","[[1758.2  533. ]
 [   0.     7.2]]",31713,2864,42,9,1916,8,948,1
90,71.0,40.0,"[[170.    0. ]
 [  0.2   0.2]]","[[678.8   2.4]
 [  0.    0.8]]",32449,2128,48,3,1426,1,702,2
95,71.0,40.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",33117,1460,48,3,979,1,481,2
