Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,77.2,66.8,"[[4.0382e+03 2.8802e+03]
 [2.4000e+00 7.6000e+00]]","[[1.70250e+04 1.06486e+04]
 [2.40000e+00 3.76000e+01]]",0,34592,0,50,23176,34,11416,16
5,76.0,68.2,"[[2.2012e+03 1.4870e+03]
 [2.2000e+00 7.6000e+00]]","[[8.5606e+03 6.1922e+03]
 [2.0000e+00 3.7200e+01]]",16151,18441,1,49,12357,31,6084,18
10,75.8,72.4,"[[1.8872e+03 1.2884e+03]
 [1.2000e+00 7.6000e+00]]","[[7.5384e+03 5.1640e+03]
 [2.2000e+00 3.3000e+01]]",18714,15878,6,44,10637,30,5241,14
15,75.6,72.8,"[[1.6800e+03 1.1164e+03]
 [1.2000e+00 7.6000e+00]]","[[6.5904e+03 4.5952e+03]
 [2.2000e+00 3.3000e+01]]",20610,13982,6,44,9369,28,4613,16
20,75.8,72.8,"[[1.5098e+03 9.7940e+02]
 [1.2000e+00 7.6000e+00]]","[[5.8792e+03 4.0776e+03]
 [2.2000e+00 3.3000e+01]]",22146,12446,6,44,8336,32,4110,12
25,84.6,66.6,"[[1671.2  616.8]
 [   3.4    5. ]]","[[7.0242e+03 2.1278e+03]
 [2.2000e+00 3.1400e+01]]",23152,11440,8,42,7666,26,3774,16
30,82.8,68.8,"[[1523.2  587.2]
 [   2.8    5.6]]","[[6.3464e+03 2.0952e+03]
 [2.8000e+00 3.0800e+01]]",24040,10552,8,42,7070,27,3482,15
35,84.2,69.0,"[[1382.4  498. ]
 [   2.8    5.4]]","[[5.8386e+03 1.6830e+03]
 [2.8000e+00 3.0000e+01]]",25190,9402,9,41,6296,30,3106,11
40,83.8,72.4,"[[1228.6  422.4]
 [   2.2    5. ]]","[[5.0108e+03 1.5932e+03]
 [2.0000e+00 2.6800e+01]]",26337,8255,14,36,5526,28,2729,8
45,86.4,76.0,"[[1225.6  329.8]
 [   1.8    5. ]]","[[4.9158e+03 1.3058e+03]
 [1.4000e+00 2.5800e+01]]",26815,7777,16,34,5209,24,2568,10
50,85.6,75.0,"[[1090.6  311.2]
 [   1.8    5. ]]","[[4.3850e+03 1.2222e+03]
 [1.6000e+00 2.5600e+01]]",27583,7009,16,34,4693,25,2316,9
55,85.6,74.0,"[[997.  275.4]
 [  2.    4.8]]","[[3.9926e+03 1.0970e+03]
 [1.6000e+00 2.5600e+01]]",28230,6362,16,34,4265,20,2097,14
60,85.2,74.0,"[[880.4 248.4]
 [  2.    4.8]]","[[3.5022e+03 1.0130e+03]
 [1.8000e+00 2.5400e+01]]",28948,5644,16,34,3779,25,1865,9
65,84.4,73.8,"[[797.6 230.4]
 [  2.    4.8]]","[[3.171e+03 9.410e+02]
 [2.000e+00 2.520e+01]]",29452,5140,16,34,3446,20,1694,14
70,84.6,71.6,"[[699.  199.6]
 [  2.4   4.2]]","[[2.7712e+03 8.2320e+02]
 [1.8000e+00 2.4600e+01]]",30099,4493,17,33,3013,19,1480,14
75,82.4,71.6,"[[610.8 201.4]
 [  2.    4.6]]","[[2.4274e+03 8.2140e+02]
 [2.4000e+00 2.4000e+01]]",30531,4061,17,33,2723,19,1338,14
80,86.4,72.4,"[[520.  155. ]
 [  1.8   3.6]]","[[2.0404e+03 6.5960e+02]
 [4.0000e-01 2.1200e+01]]",31217,3375,23,27,2262,17,1113,10
85,85.2,78.4,"[[423.  146.6]
 [  1.    4.4]]","[[1.6486e+03 6.2980e+02]
 [2.0000e-01 2.1400e+01]]",31744,2848,23,27,1910,16,938,11
90,84.6,84.2,"[[291.8 131.8]
 [  0.    3.2]]","[[1189.8  504.6]
 [   0.    12.8]]",32474,2118,34,16,1417,12,701,4
95,87.4,82.4,"[[2.104e+02 7.920e+01]
 [2.000e-01 2.600e+00]]","[[878.6 279.8]
 [  0.   11.2]]",33144,1448,36,14,969,10,479,4
