Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,99.4,60.2,"[[6.7442e+03 1.5760e+02]
 [1.2200e+01 3.8000e+00]]","[[2.76064e+04 8.00000e-01]
 [0.00000e+00 6.40000e+01]]",0,34509,0,80,23116,58,11393,22
5,99.4,64.0,"[[3558.4  123. ]
 [  10.     4.6]]","[[1.4725e+04 6.0000e-01]
 [0.0000e+00 5.8400e+01]]",16102,18407,7,73,12336,45,6071,28
10,99.4,60.4,"[[3090.8   78.4]
 [  10.4    3.4]]","[[1.26762e+04 6.00000e-01]
 [0.00000e+00 5.52000e+01]]",18663,15846,11,69,10613,50,5233,19
15,99.4,60.0,"[[2722.4   68.2]
 [  10.6    3.2]]","[[1.11618e+04 6.00000e-01]
 [0.00000e+00 5.52000e+01]]",20556,13953,11,69,9350,44,4603,25
20,99.4,58.4,"[[2423.4   61.2]
 [  10.4    2.6]]","[[9.9378e+03 6.0000e-01]
 [0.0000e+00 5.2000e+01]]",22086,12423,15,65,8318,48,4105,17
25,99.2,59.4,"[[2218.2   66. ]
 [   9.6    2.8]]","[[9.136e+03 8.000e-01]
 [0.000e+00 4.960e+01]]",23088,11421,18,62,7649,44,3772,18
30,99.4,57.8,"[[2041.    65.8]
 [  10.     2.4]]","[[8.4266e+03 6.0000e-01]
 [0.0000e+00 4.9600e+01]]",23975,10534,18,62,7054,45,3480,17
35,99.4,55.2,"[[1.8134e+03 6.4400e+01]
 [9.8000e+00 1.6000e+00]]","[[7.5106e+03 6.0000e-01]
 [0.0000e+00 4.5600e+01]]",25120,9389,23,57,6288,40,3101,17
40,99.4,59.2,"[[1604.2   44.8]
 [   7.8    2.2]]","[[6.5954e+03 6.0000e-01]
 [0.0000e+00 4.0000e+01]]",26264,8245,30,50,5517,40,2728,10
45,99.2,59.2,"[[1505.6   48.6]
 [   6.8    2. ]]","[[6.216e+03 8.000e-01]
 [0.000e+00 3.520e+01]]",26738,7771,36,44,5209,27,2562,17
50,99.2,58.2,"[[1352.4   48.2]
 [   7.     1.8]]","[[5.6016e+03 8.0000e-01]
 [0.0000e+00 3.5200e+01]]",27506,7003,36,44,4692,29,2311,15
55,99.2,65.6,"[[1213.2   58.2]
 [   5.4    3. ]]","[[5.0848e+03 8.0000e-01]
 [0.0000e+00 3.3600e+01]]",28152,6357,38,42,4254,33,2103,9
60,99.2,64.6,"[[1087.6   39.8]
 [   5.6    2.8]]","[[4.5088e+03 8.0000e-01]
 [0.0000e+00 3.3600e+01]]",28872,5637,38,42,3775,29,1862,13
65,99.2,65.2,"[[989.4  37.4]
 [  5.4   3. ]]","[[4.1064e+03 8.0000e-01]
 [0.0000e+00 3.3600e+01]]",29375,5134,38,42,3438,29,1696,13
70,99.2,67.2,"[[855.6  42. ]
 [  5.    3.4]]","[[3.5896e+03 8.0000e-01]
 [0.0000e+00 3.3600e+01]]",30021,4488,38,42,3011,24,1477,18
75,99.2,59.6,"[[771.6  39.6]
 [  6.4   2. ]]","[[3.244e+03 8.000e-01]
 [0.000e+00 3.360e+01]]",30453,4056,38,42,2718,27,1338,15
80,99.4,76.2,"[[655.2  20.4]
 [  2.2   2.6]]","[[2.7018e+03 6.0000e-01]
 [0.0000e+00 1.9200e+01]]",31131,3378,56,24,2259,20,1119,4
85,100.0,78.0,"[[545.2  26.2]
 [  1.4   2.2]]","[[2285.6    0. ]
 [   0.    14.4]]",31652,2857,62,18,1916,10,941,8
90,99.8,74.2,"[[419.6   5.8]
 [  0.6   0.6]]","[[1.7014e+03 2.0000e-01]
 [0.0000e+00 4.8000e+00]]",32382,2127,74,6,1425,4,702,2
95,99.8,74.0,"[[286.8   4.4]
 [  0.6   0.6]]","[[1.1646e+03 2.0000e-01]
 [0.0000e+00 4.8000e+00]]",33053,1456,74,6,974,5,482,1
