Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,100.0,59.2,"[[6.8576e+03 4.4200e+01]
 [1.8000e+00 4.0000e-01]]","[[2.76072e+04 0.00000e+00]
 [0.00000e+00 8.80000e+00]]",0,34509,0,11,23118,10,11391,1
5,100.0,68.8,"[[3.631e+03 5.040e+01]
 [1.400e+00 8.000e-01]]","[[1.47256e+04 0.00000e+00]
 [0.00000e+00 8.80000e+00]]",16102,18407,0,11,12332,8,6075,3
10,100.0,62.2,"[[3.1192e+03 5.0000e+01]
 [1.6000e+00 6.0000e-01]]","[[1.26768e+04 0.00000e+00]
 [0.00000e+00 8.80000e+00]]",18663,15846,0,11,10615,9,5231,2
15,100.0,63.2,"[[2.7128e+03 7.7800e+01]
 [1.6000e+00 6.0000e-01]]","[[1.11624e+04 0.00000e+00]
 [0.00000e+00 8.80000e+00]]",20556,13953,0,11,9348,7,4605,4
20,100.0,62.8,"[[2.3994e+03 8.5200e+01]
 [1.6000e+00 6.0000e-01]]","[[9.9384e+03 0.0000e+00]
 [0.0000e+00 8.8000e+00]]",22086,12423,0,11,8322,8,4101,3
25,100.0,63.6,"[[2.236e+03 4.820e+01]
 [1.400e+00 6.000e-01]]","[[9.1368e+03 0.0000e+00]
 [0.0000e+00 8.0000e+00]]",23088,11421,1,10,7651,7,3770,3
30,100.0,67.6,"[[2.0226e+03 8.4200e+01]
 [1.2000e+00 8.0000e-01]]","[[8.4272e+03 0.0000e+00]
 [0.0000e+00 8.0000e+00]]",23975,10534,1,10,7058,6,3476,4
35,100.0,72.2,"[[1.7862e+03 9.1600e+01]
 [1.0000e+00 8.0000e-01]]","[[7.5112e+03 0.0000e+00]
 [0.0000e+00 7.2000e+00]]",25120,9389,2,9,6290,6,3099,3
40,100.0,72.6,"[[1.5768e+03 7.2200e+01]
 [1.0000e+00 8.0000e-01]]","[[6596.     0. ]
 [   0.     7.2]]",26264,8245,2,9,5523,7,2722,2
45,100.0,64.2,"[[1.5362e+03 1.8000e+01]
 [1.2000e+00 4.0000e-01]]","[[6216.8    0. ]
 [   0.     6.4]]",26738,7771,3,8,5206,5,2565,3
50,100.0,74.4,"[[1.3856e+03 1.5000e+01]
 [8.0000e-01 8.0000e-01]]","[[5602.4    0. ]
 [   0.     6.4]]",27506,7003,3,8,4691,6,2312,2
55,100.0,64.0,"[[1.249e+03 2.240e+01]
 [1.200e+00 4.000e-01]]","[[5085.6    0. ]
 [   0.     6.4]]",28152,6357,3,8,4261,3,2096,5
60,100.0,74.2,"[[1.117e+03 1.040e+01]
 [8.000e-01 8.000e-01]]","[[4509.6    0. ]
 [   0.     6.4]]",28872,5637,3,8,3777,5,1860,3
65,100.0,57.6,"[[9.836e+02 4.320e+01]
 [1.200e+00 4.000e-01]]","[[4107.2    0. ]
 [   0.     6.4]]",29375,5134,3,8,3437,8,1697,0
70,100.0,64.4,"[[8.894e+02 8.200e+00]
 [1.200e+00 4.000e-01]]","[[3590.4    0. ]
 [   0.     6.4]]",30021,4488,3,8,3005,7,1483,1
75,100.0,68.6,"[[7.962e+02 1.500e+01]
 [1.000e+00 6.000e-01]]","[[3244.8    0. ]
 [   0.     6.4]]",30453,4056,3,8,2716,6,1340,2
80,100.0,68.8,"[[6.628e+02 1.280e+01]
 [6.000e-01 4.000e-01]]","[[2702.4    0. ]
 [   0.     4. ]]",31131,3378,6,5,2261,5,1117,0
85,83.33333333333333,63.2,"[[2.678e+02 7.480e+01]
 [2.000e-01 4.000e-01]]","[[1371.6    0. ]
 [   0.     1.8]]",31652,2857,7,4,1912,4,945,0
90,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",32382,2127,11,0,1425,0,702,0
95,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",33053,1456,11,0,975,0,481,0
