Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,100.0,54.0,"[[6.8592e+03 5.7800e+01]
 [5.2000e+00 6.0000e-01]]","[[2.7668e+04 0.0000e+00]
 [0.0000e+00 2.3200e+01]]",0,34585,0,29,23169,22,11416,7
5,100.0,49.0,"[[3652.8   35. ]
 [   5.     0. ]]","[[14751.2     0. ]
 [    0.     20. ]]",16146,18439,4,25,12351,19,6088,6
10,100.0,49.4,"[[3159.6   14.6]
 [   5.     0. ]]","[[12696.8     0. ]
 [    0.     20. ]]",18714,15871,4,25,10636,14,5235,11
15,100.0,49.4,"[[2778.6   16.4]
 [   5.     0. ]]","[[11180.     0.]
 [    0.    20.]]",20610,13975,4,25,9364,16,4611,9
20,100.0,49.2,"[[2469.4   18.8]
 [   5.     0. ]]","[[9952.8    0. ]
 [   0.    20. ]]",22144,12441,4,25,8338,14,4103,11
25,100.0,49.2,"[[2266.    20.8]
 [   5.     0. ]]","[[9147.2    0. ]
 [   0.    20. ]]",23151,11434,4,25,7658,19,3776,6
30,100.0,54.6,"[[2.0658e+03 4.3400e+01]
 [4.4000e+00 6.0000e-01]]","[[8436.8    0. ]
 [   0.    20. ]]",24039,10546,4,25,7068,14,3478,11
35,100.0,54.8,"[[1.8412e+03 3.8200e+01]
 [4.4000e+00 6.0000e-01]]","[[7517.6    0. ]
 [   0.    20. ]]",25188,9397,4,25,6295,17,3102,8
40,100.0,54.0,"[[1.6282e+03 2.2000e+01]
 [3.6000e+00 4.0000e-01]]","[[6600.8    0. ]
 [   0.    16. ]]",26334,8251,9,20,5530,11,2721,9
45,100.0,58.4,"[[1.5468e+03 9.6000e+00]
 [2.8000e+00 6.0000e-01]]","[[6225.6    0. ]
 [   0.    13.6]]",26803,7782,12,17,5215,10,2567,7
50,100.0,58.0,"[[1.3848e+03 1.8000e+01]
 [2.8000e+00 6.0000e-01]]","[[5611.2    0. ]
 [   0.    13.6]]",27571,7014,12,17,4699,11,2315,6
55,100.0,61.2,"[[1.2494e+03 2.3800e+01]
 [2.6000e+00 8.0000e-01]]","[[5092.8    0. ]
 [   0.    13.6]]",28219,6366,12,17,4263,13,2103,4
60,100.0,61.4,"[[1.1098e+03 1.9600e+01]
 [2.6000e+00 8.0000e-01]]","[[4517.6    0. ]
 [   0.    13.6]]",28938,5647,12,17,3786,8,1861,9
65,100.0,49.2,"[[1016.4   12.2]
 [   3.4    0. ]]","[[4114.4    0. ]
 [   0.    13.6]]",29442,5143,12,17,3445,12,1698,5
70,100.0,70.4,"[[836.   63. ]
 [  1.8   1.6]]","[[3596.     0. ]
 [   0.    13.6]]",30090,4495,12,17,3010,13,1485,4
75,100.0,51.2,"[[7.968e+02 1.580e+01]
 [3.200e+00 2.000e-01]]","[[3250.4    0. ]
 [   0.    13.6]]",30522,4063,12,17,2723,10,1340,7
80,100.0,69.2,"[[623.4  53. ]
 [  1.2   1. ]]","[[2705.6    0. ]
 [   0.     8.8]]",31203,3382,18,11,2263,10,1119,1
85,100.0,54.0,"[[5.632e+02 8.000e+00]
 [1.600e+00 2.000e-01]]","[[2284.8    0. ]
 [   0.     7.2]]",31729,2856,20,9,1915,4,941,5
90,100.0,67.8,"[[4.074e+02 1.720e+01]
 [6.000e-01 4.000e-01]]","[[1698.4    0. ]
 [   0.     4. ]]",32462,2123,24,5,1422,3,701,2
95,71.42857142857143,29.8,"[[115.2   0.8]
 [  0.4   0. ]]","[[465.2   0. ]
 [  0.    0.8]]",33132,1453,26,3,972,3,481,0
