Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,100.0,48.8,"[[6.833e+03 8.400e+01]
 [4.200e+00 0.000e+00]]","[[2.7668e+04 0.0000e+00]
 [0.0000e+00 1.6800e+01]]",0,34585,0,21,23175,11,11410,10
5,100.0,52.0,"[[3.644e+03 4.380e+01]
 [3.400e+00 2.000e-01]]","[[1.47512e+04 0.00000e+00]
 [0.00000e+00 1.44000e+01]]",16146,18439,3,18,12353,13,6086,5
10,99.8,54.2,"[[3.1564e+03 1.7800e+01]
 [3.2000e+00 4.0000e-01]]","[[1.26966e+04 2.00000e-01]
 [0.00000e+00 1.44000e+01]]",18714,15871,3,18,10630,15,5241,3
15,100.0,49.4,"[[2770.6   24.4]
 [   3.6    0. ]]","[[11180.      0. ]
 [    0.     14.4]]",20610,13975,3,18,9360,15,4615,3
20,100.0,54.2,"[[2.4682e+03 2.0000e+01]
 [3.2000e+00 4.0000e-01]]","[[9952.8    0. ]
 [   0.    14.4]]",22144,12441,3,18,8334,13,4107,5
25,100.0,49.0,"[[2262.4   24.4]
 [   3.6    0. ]]","[[9147.2    0. ]
 [   0.    14.4]]",23151,11434,3,18,7660,12,3774,6
30,100.0,56.4,"[[2.0708e+03 3.8400e+01]
 [3.0000e+00 6.0000e-01]]","[[8436.8    0. ]
 [   0.    14.4]]",24039,10546,3,18,7066,11,3480,7
35,100.0,53.4,"[[1.8364e+03 4.3000e+01]
 [3.2000e+00 4.0000e-01]]","[[7517.6    0. ]
 [   0.    14.4]]",25188,9397,3,18,6292,16,3105,2
40,100.0,51.8,"[[1.6142e+03 3.6000e+01]
 [2.6000e+00 2.0000e-01]]","[[6600.8    0. ]
 [   0.    11.2]]",26334,8251,7,14,5529,8,2722,6
45,100.0,59.0,"[[1.5446e+03 1.1800e+01]
 [2.0000e+00 4.0000e-01]]","[[6225.6    0. ]
 [   0.     9.6]]",26803,7782,9,12,5213,8,2569,4
50,100.0,49.6,"[[1395.4    7.4]
 [   2.4    0. ]]","[[5611.2    0. ]
 [   0.     9.6]]",27571,7014,9,12,4699,8,2315,4
55,100.0,59.2,"[[1.2616e+03 1.1600e+01]
 [2.0000e+00 4.0000e-01]]","[[5092.8    0. ]
 [   0.     9.6]]",28219,6366,9,12,4265,8,2101,4
60,100.0,58.8,"[[1.113e+03 1.640e+01]
 [2.000e+00 4.000e-01]]","[[4517.6    0. ]
 [   0.     9.6]]",28938,5647,9,12,3782,9,1865,3
65,100.0,51.2,"[[9.948e+02 3.380e+01]
 [2.200e+00 2.000e-01]]","[[4114.4    0. ]
 [   0.     9.6]]",29442,5143,9,12,3442,11,1701,1
70,100.0,58.4,"[[8.712e+02 2.780e+01]
 [2.000e+00 4.000e-01]]","[[3596.     0. ]
 [   0.     9.6]]",30090,4495,9,12,3009,10,1486,2
75,100.0,50.8,"[[7.816e+02 3.100e+01]
 [2.200e+00 2.000e-01]]","[[3250.4    0. ]
 [   0.     9.6]]",30522,4063,9,12,2720,10,1343,2
80,100.0,58.2,"[[6.572e+02 1.920e+01]
 [1.200e+00 4.000e-01]]","[[2705.6    0. ]
 [   0.     6.4]]",31203,3382,13,8,2264,7,1118,1
85,100.0,58.6,"[[5.602e+02 1.100e+01]
 [1.200e+00 2.000e-01]]","[[2284.8    0. ]
 [   0.     5.6]]",31729,2856,14,7,1912,6,944,1
90,83.33333333333333,39.2,"[[167.4   2.2]
 [  0.4   0. ]]","[[679.6   0. ]
 [  0.    1.2]]",32462,2123,17,4,1422,3,701,1
95,71.42857142857143,29.8,"[[115.2   0.8]
 [  0.4   0. ]]","[[465.2   0. ]
 [  0.    0.8]]",33132,1453,18,3,972,3,481,0
